,Região,UF,Cidade,Sexo,Faixa Etária,Data Finalização,Tempo Resposta,Nome Fantasia,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,Respondida,Situação,Avaliação Reclamação,Nota do Consumidor,Total,ï»¿RegiÃ£o,Faixa EtÃ¡ria,Data FinalizaÃ§Ã£o,Ãrea,SituaÃ§Ã£o,AvaliaÃ§Ã£o ReclamaÃ§Ã£o
1023,S ,PR,Curitiba,M,entre 51 a 60 anos,04/02/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1024,SE,SP,Santos,M,entre 41 a 50 anos,25/02/2019,2.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1025,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,12/02/2019,0.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Catálogo,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1026,SE,RJ,Rio de Janeiro,M,entre 41 a 50 anos,01/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
1027,CO,MT,Cuiabá,F,entre 31 a 40 anos,07/02/2019,5.0,Cosern,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,N,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
1028,NE,CE,Fortaleza,M,entre 41 a 50 anos,28/02/2019,6.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1029,S ,PR,Curitiba,F,entre 21 a 30 anos,20/02/2019,2.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
1030,SE,RJ,Rio de Janeiro,F,entre 41 a 50 anos,21/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1031,SE,RJ,Duque de Caxias,F,entre 21 a 30 anos,26/02/2019,6.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1032,SE,RJ,Cabo Frio,F,entre 31 a 40 anos,01/02/2019,10.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1033,SE,RJ,Rio de Janeiro,M,entre 41 a 50 anos,08/02/2019,0.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Descortesia / despreparo / demora,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
1034,NE,MA,Bom Jardim,F,entre 31 a 40 anos,01/02/2019,10.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Telefone,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
1035,S ,RS,Caxias do Sul,M,entre 41 a 50 anos,10/02/2019,2.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1036,S ,RS,Sapiranga,F,entre 41 a 50 anos,26/02/2019,4.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1037,SE,SP,Indaiatuba,M,entre 31 a 40 anos,05/02/2019,1.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1038,SE,RJ,Rio de Janeiro,M,entre 51 a 60 anos,14/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1039,S ,PR,São Mateus do Sul,M,entre 31 a 40 anos,12/02/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1040,N ,AM,Manaus,M,entre 41 a 50 anos,01/02/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1041,SE,RJ,São Gonçalo,F,entre 31 a 40 anos,05/02/2019,9.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1042,S ,PR,São Mateus do Sul,M,entre 31 a 40 anos,22/02/2019,2.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1043,SE,RJ,Rio de Janeiro,F,entre 61 a 70 anos,12/02/2019,0.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1044,SE,RJ,Rio de Janeiro,F,entre 61 a 70 anos,26/02/2019,4.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1045,NE,CE,Cedro,M,entre 21 a 30 anos,23/02/2019,9.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1046,SE,SP,Jaguari?na,F,entre 21 a 30 anos,07/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1047,SE,RJ,Duque de Caxias,M,mais de 70 anos,18/02/2019,6.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1048,S ,PR,São Mateus do Sul,F,entre 21 a 30 anos,22/02/2019,2.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1049,CO,GO,Aparecida de Goiânia,F,entre 21 a 30 anos,08/02/2019,4.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1050,SE,SP,Jundiaí,M,entre 61 a 70 anos,28/02/2019,1.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1051,SE,RJ,Itaboraí,F,entre 41 a 50 anos,18/02/2019,5.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1052,SE,RJ,Duque de Caxias,F,entre 31 a 40 anos,19/02/2019,7.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1053,SE,RJ,Rio de Janeiro,M,entre 41 a 50 anos,04/02/2019,0.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1054,SE,RJ,Niterói,M,mais de 70 anos,19/02/2019,7.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1055,NE,MA,Centro Novo do Maranhão,M,entre 21 a 30 anos,05/02/2019,10.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
1056,SE,SP,Santo André,M,entre 41 a 50 anos,03/02/2019,0.0,Coelba,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1057,SE,RJ,Campos dos Goytacazes,M,entre 51 a 60 anos,16/02/2019,8.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
1058,SE,RJ,Rio de Janeiro,F,entre 61 a 70 anos,25/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1059,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,22/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Telefone,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1060,S ,PR,Colombo,F,entre 21 a 30 anos,28/02/2019,4.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1061,CO,GO,Goiânia,F,entre 41 a 50 anos,19/02/2019,7.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1062,NE,PE,Petrolina,M,entre 41 a 50 anos,05/02/2019,9.0,Celpe,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
1063,SE,RJ,Rio das Ostras,F,entre 31 a 40 anos,20/02/2019,7.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1064,NE,CE,Caucaia,F,entre 51 a 60 anos,25/02/2019,3.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1065,S ,PR,São Mateus do Sul,M,entre 21 a 30 anos,25/02/2019,3.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1066,S ,PR,São Mateus do Sul,F,entre 31 a 40 anos,22/02/2019,2.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1067,S ,PR,Marmeleiro,F,entre 51 a 60 anos,05/02/2019,4.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,N,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
1068,NE,CE,Fortaleza,F,entre 21 a 30 anos,11/02/2019,2.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Loja física,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1069,NE,CE,Fortaleza,F,entre 61 a 70 anos,04/02/2019,3.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Domicílio,N,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
1070,NE,PE,Cabo de Santo Agostinho,F,entre 61 a 70 anos,15/02/2019,4.0,Celpe,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1071,SE,SP,Marília,M,entre 41 a 50 anos,13/02/2019,1.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1072,NE,CE,Camocim,M,entre 31 a 40 anos,21/02/2019,6.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1073,NE,CE,Boa Viagem,M,entre 31 a 40 anos,18/02/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1074,S ,RS,Cerro Largo,F,entre 31 a 40 anos,22/02/2019,8.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Não envio / atraso do boleto ou fatura / dificuldade com o pagamento,Domicílio,N,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
1075,S ,PR,Foz do Iguaçu,M,entre 21 a 30 anos,21/02/2019,6.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1076,CO,GO,Doverlândia,M,entre 31 a 40 anos,15/02/2019,5.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1077,NE,PB,Alagoa Grande,F,entre 31 a 40 anos,25/02/2019,10.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Internet,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1078,NE,CE,Fortaleza,M,entre 31 a 40 anos,02/02/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Domicílio,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1079,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,22/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1080,SE,SP,Barretos,F,entre 31 a 40 anos,22/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,5.0,1,,,,,,
1081,SE,SP,Praia Grande,M,entre 51 a 60 anos,20/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Telefone,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1082,SE,RJ,Belford Roxo,F,entre 21 a 30 anos,12/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1083,SE,RJ,Rio das Ostras,M,entre 31 a 40 anos,02/02/2019,6.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,N,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
