,Região,UF,Cidade,Sexo,Faixa Etária,Data Finalização,Tempo Resposta,Nome Fantasia,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,Respondida,Situação,Avaliação Reclamação,Nota do Consumidor,Total,ï»¿RegiÃ£o,Faixa EtÃ¡ria,Data FinalizaÃ§Ã£o,Ãrea,SituaÃ§Ã£o,AvaliaÃ§Ã£o ReclamaÃ§Ã£o
6256,CO,MT,Alta Floresta,M,entre 31 a 40 anos,12/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6257,SE,SP,São Paulo,M,entre 51 a 60 anos,03/12/2019,2.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
6258,SE,SP,Sorocaba,F,entre 41 a 50 anos,02/12/2019,4.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6259,NE,MA,São Luís,M,entre 51 a 60 anos,27/12/2019,10.0,CEMAR,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6260,SE,RJ,Campos dos Goytacazes,M,entre 31 a 40 anos,27/12/2019,8.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6261,SE,SP,Santo André,M,entre 21 a 30 anos,09/12/2019,1.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Ganhei de presente,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6262,SE,SP,São Paulo,M,mais de 70 anos,16/12/2019,5.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6263,S ,PR,Londrina,M,entre 21 a 30 anos,13/12/2019,2.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Descortesia / despreparo / demora,Internet,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6264,S ,PR,Colombo,F,entre 21 a 30 anos,19/12/2019,1.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6265,CO,MT,Cuiabá,F,entre 31 a 40 anos,10/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6266,SE,SP,São Paulo,F,entre 31 a 40 anos,16/12/2019,4.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
6267,S ,PR,Cascavel,F,entre 21 a 30 anos,24/12/2019,4.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6268,SE,RJ,Rio das Ostras,M,entre 41 a 50 anos,02/12/2019,7.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6269,CO,MT,Cuiabá,M,entre 31 a 40 anos,12/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6270,CO,MT,Cuiabá,M,entre 21 a 30 anos,01/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6271,SE,SP,São Vicente,M,entre 31 a 40 anos,20/12/2019,3.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6272,SE,SP,Sertãozinho,M,entre 31 a 40 anos,14/12/2019,0.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Ganhei de presente,S,S,Finalizada avaliada,Não Resolvida,5.0,1,,,,,,
6273,NE,PE,Jaboatão dos Guararapes,M,entre 21 a 30 anos,13/12/2019,10.0,Celpe,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6274,NE,CE,Sobral,F,entre 31 a 40 anos,02/12/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Não envio / atraso do boleto ou fatura / dificuldade com o pagamento,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6275,NE,CE,Itaitinga,F,entre 51 a 60 anos,19/12/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6276,SE,SP,São José dos Campos,M,entre 31 a 40 anos,08/12/2019,7.0,EDP São Paulo,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
6277,NE,CE,Fortaleza,M,entre 41 a 50 anos,12/12/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,"SAC - Dificuldade em obter protocolo, gravação ou histórico",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6278,SE,MG,Lagoa Santa,M,entre 21 a 30 anos,04/12/2019,6.0,Elektro,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6279,SE,RJ,Araruama,M,entre 41 a 50 anos,25/12/2019,1.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6280,NE,PE,Paulista,M,entre 41 a 50 anos,18/12/2019,9.0,Celpe,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6281,NE,BA,Monte Santo,M,entre 21 a 30 anos,26/12/2019,4.0,Coelba,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,2.0,1,,,,,,
6282,SE,RJ,São Gonçalo,M,entre 51 a 60 anos,12/12/2019,8.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6283,CO,MT,Várzea Grande,F,entre 31 a 40 anos,24/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6284,S ,RS,Marau,M,entre 31 a 40 anos,27/12/2019,8.0,RGE - Rio Grande Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6285,NE,CE,Santa Quitéria,M,entre 51 a 60 anos,04/12/2019,9.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6286,SE,RJ,Niterói,M,entre 31 a 40 anos,06/12/2019,1.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Loja física,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6287,SE,SP,São Paulo,F,entre 31 a 40 anos,17/12/2019,1.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6288,SE,RJ,Rio de Janeiro,M,entre 31 a 40 anos,04/12/2019,1.0,Light,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6289,CO,GO,Abadia de Goiás,F,entre 21 a 30 anos,05/12/2019,9.0,Enel Distribuição Goiás (CELG),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Descortesia / despreparo / demora,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6290,N ,RO,Vilhena,M,entre 21 a 30 anos,23/12/2019,1.0,Eletrobrás Distribuição Rondônia (Ceron),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
6291,CO,MT,Cuiabá,M,entre 41 a 50 anos,25/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6292,SE,SP,Rio Claro,M,entre 31 a 40 anos,12/12/2019,9.0,Elektro,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6293,CO,MT,Várzea Grande,M,entre 21 a 30 anos,26/12/2019,1.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6294,SE,SP,Taquaritinga,F,entre 31 a 40 anos,12/12/2019,9.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Telefone,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6295,CO,MT,Várzea Grande,F,entre 21 a 30 anos,04/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6296,SE,SP,São Paulo,M,entre 51 a 60 anos,24/12/2019,7.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6297,SE,SP,São Paulo,F,entre 21 a 30 anos,03/12/2019,0.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6298,SE,SP,Barretos,M,entre 21 a 30 anos,02/12/2019,4.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6299,SE,SP,Barretos,M,entre 51 a 60 anos,23/12/2019,5.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6300,CO,MS,Nova Esperança,M,entre 31 a 40 anos,31/12/2019,1.0,Energisa Mato Grosso do Sul ,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada avaliada,Resolvida,4.0,1,,,,,,
6301,SE,RJ,Rio de Janeiro,M,entre 51 a 60 anos,31/12/2019,5.0,Light,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6302,NE,CE,Dourado,F,entre 31 a 40 anos,04/12/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6303,NE,CE,Sobral,F,entre 21 a 30 anos,11/12/2019,8.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Má qualidade do serviço,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6304,CO,MT,Rondonópolis,M,entre 41 a 50 anos,12/12/2019,1.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6305,NE,CE,Acarape,F,entre 51 a 60 anos,29/12/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Dificuldadede de contato / acesso,Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6306,SE,SP,Santa Isabel,M,até 20 anos,18/12/2019,1.0,Elektro,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,N,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
6307,NE,MA,São João do Soter,M,entre 51 a 60 anos,13/12/2019,9.0,CEMAR,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6308,S ,PR,Mandirituba,F,entre 31 a 40 anos,17/12/2019,0.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6309,SE,SP,São Paulo,F,entre 21 a 30 anos,04/12/2019,9.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6310,CO,MT,Santo Antônio do Leverger,F,entre 41 a 50 anos,20/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Não comprei / contratei,N,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
6311,SE,SP,Jandira,F,entre 41 a 50 anos,11/12/2019,1.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada avaliada,Não Resolvida,5.0,1,,,,,,
6312,CO,GO,Goiânia,M,entre 41 a 50 anos,22/12/2019,8.0,Enel Distribuição Goiás (CELG),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6313,SE,RJ,Cabo Frio,M,entre 41 a 50 anos,16/12/2019,9.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6314,SE,SP,São Paulo,F,entre 61 a 70 anos,02/12/2019,4.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6315,CO,MT,Várzea Grande,M,entre 51 a 60 anos,24/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6316,SE,SP,Itu,M,entre 61 a 70 anos,28/12/2019,1.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Telefone,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
6317,NE,CE,Fortaleza,M,entre 31 a 40 anos,12/12/2019,9.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
6318,SE,SP,São Bernardo do Campo,M,entre 21 a 30 anos,27/12/2019,8.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6319,S ,PR,Colombo,M,entre 21 a 30 anos,21/12/2019,1.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6320,NE,BA,Macaúbas,M,entre 31 a 40 anos,12/12/2019,1.0,Coelba,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6321,SE,RJ,Duque de Caxias,F,entre 51 a 60 anos,05/12/2019,5.0,Light,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada avaliada,Não Resolvida,5.0,1,,,,,,
6322,NE,PE,Paulista,F,entre 31 a 40 anos,01/12/2019,8.0,Celpe,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Má qualidade do serviço,Telefone,S,S,Finalizada avaliada,Resolvida,4.0,1,,,,,,
6323,NE,CE,Juazeiro do Norte,F,entre 41 a 50 anos,14/12/2019,8.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
6324,NE,RN,Parnamirim,M,entre 31 a 40 anos,18/12/2019,9.0,Cosern,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6325,S ,PR,Curitiba,F,entre 41 a 50 anos,30/12/2019,3.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6326,CO,GO,Minaçu,F,entre 31 a 40 anos,18/12/2019,9.0,Enel Distribuição Goiás (CELG),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6327,SE,RJ,Rio de Janeiro,M,entre 41 a 50 anos,04/12/2019,5.0,Light,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6328,CO,MT,Cuiabá,M,entre 31 a 40 anos,12/12/2019,1.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6329,SE,RJ,Rio de Janeiro,M,entre 41 a 50 anos,30/12/2019,2.0,Light,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,N,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
6330,SE,SP,Carapicuíba,F,entre 31 a 40 anos,05/12/2019,7.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6331,S ,PR,Rolândia,M,entre 31 a 40 anos,17/12/2019,3.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Informação,Informações incompletas / inadequadas sobre o serviço,Telefone,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6332,CO,MT,Cuiabá,M,entre 41 a 50 anos,05/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6333,S ,PR,Maringá,F,entre 31 a 40 anos,04/12/2019,7.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
6334,SE,RJ,São Gonçalo,F,entre 21 a 30 anos,04/12/2019,0.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6335,S ,PR,Pontal do Paraná,M,entre 61 a 70 anos,11/12/2019,0.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6336,CO,MT,Várzea Grande,M,entre 21 a 30 anos,28/12/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6337,SE,RJ,Rio de Janeiro,M,entre 51 a 60 anos,20/12/2019,8.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
6338,S ,PR,Pinhais,F,entre 31 a 40 anos,26/12/2019,1.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
6339,NE,CE,Fortaleza,M,entre 31 a 40 anos,17/12/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,N,S,Finalizada avaliada,Resolvida,4.0,1,,,,,,
6340,NE,CE,Fortaleza,M,entre 21 a 30 anos,27/12/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade na inclusão em tarifa social  recusa / falta de informação,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
